Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Start Year,Start Month,Start Day,Start Quarter,CI_Sum
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,20.7,18.5,23.2,18.5 - 23.2,Unknown,2021,4,14,2,41.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,27.3,26.5,28.1,26.5 - 28.1,Unknown,2021,4,14,2,54.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,19.0,17.2,20.9,17.2 - 20.9,Unknown,2021,4,14,2,38.099999999999994
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,11.3,9.5,13.4,9.5 - 13.4,Unknown,2021,4,14,2,22.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,26.7,23.2,30.3,23.2 - 30.3,Unknown,2021,4,14,2,53.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,24.7,20.6,29.3,20.6 - 29.3,Unknown,2021,4,14,2,49.900000000000006
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,20.6,19.2,22.2,19.2 - 22.2,Unknown,2021,4,14,2,41.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,27.6,26.5,28.6,26.5 - 28.6,Unknown,2021,4,14,2,55.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,25.2,24.5,26.0,24.5 - 26.0,Unknown,2021,4,14,2,50.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,45.0,42.9,47.2,42.9 - 47.2,Unknown,2021,4,14,2,90.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,21.4,20.8,22.1,20.8 - 22.1,Unknown,2021,4,14,2,42.900000000000006
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",National Estimate,United States,United States,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,9.9,9.4,10.4,9.4 - 10.4,Unknown,2021,4,14,2,19.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,18 - 29 years,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,19.3,17.1,21.7,17.1 - 21.7,Unknown,2021,4,14,2,38.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,30 - 39 years,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,13.8,12.6,15.1,12.6 - 15.1,Unknown,2021,4,14,2,27.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,40 - 49 years,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,10.5,9.4,11.6,9.4 - 11.6,Unknown,2021,4,14,2,21.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,50 - 59 years,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,8.3,7.4,9.3,7.4 - 9.3,Unknown,2021,4,14,2,16.700000000000003
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,60 - 69 years,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,5.3,4.6,6.0,4.6 - 6.0,Unknown,2021,4,14,2,10.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,70 - 79 years,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,3.3,2.6,4.2,2.6 - 4.2,Unknown,2021,4,14,2,6.800000000000001
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,United States,Male,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,6.9,6.2,7.6,6.2 - 7.6,Unknown,2021,4,14,2,13.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,United States,Female,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,12.6,11.9,13.3,11.9 - 13.3,Unknown,2021,4,14,2,25.200000000000003
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,3.1,2.8,3.4,2.8 - 3.4,Unknown,2021,4,14,2,6.199999999999999
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,24.2,22.9,25.5,22.9 - 25.5,Unknown,2021,4,14,2,48.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,9.2,7.7,10.9,7.7 - 10.9,Unknown,2021,4,14,2,18.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,9.9,9.3,10.6,9.3 - 10.6,Unknown,2021,4,14,2,19.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,10.1,8.4,12.0,8.4 - 12.0,Unknown,2021,4,14,2,20.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,6.3,4.8,8.0,4.8 - 8.0,Unknown,2021,4,14,2,12.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,16.8,13.8,20.0,13.8 - 20.0,Unknown,2021,4,14,2,33.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Less than a high school diploma,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,9.4,7.0,12.3,7.0 - 12.3,Unknown,2021,4,14,2,19.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,High school diploma or GED,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,8.2,7.1,9.3,7.1 - 9.3,Unknown,2021,4,14,2,16.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,12.2,11.3,13.2,11.3 - 13.2,Unknown,2021,4,14,2,24.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,9.3,8.8,9.9,8.8 - 9.9,Unknown,2021,4,14,2,18.700000000000003
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,With disability,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,23.2,21.3,25.2,21.3 - 25.2,Unknown,2021,4,14,2,46.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,Without disability,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,7.8,7.3,8.3,7.3 - 8.3,Unknown,2021,4,14,2,15.600000000000001
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,United States,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,21.4,20.8,22.1,20.8 - 22.1,Unknown,2021,4,28,2,42.900000000000006
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,18 - 29 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,21.0,18.9,23.3,18.9 - 23.3,Unknown,2021,4,28,2,42.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,30 - 39 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,22.2,20.8,23.7,20.8 - 23.7,Unknown,2021,4,28,2,44.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,40 - 49 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,22.9,21.6,24.1,21.6 - 24.1,Unknown,2021,4,28,2,45.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,50 - 59 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,22.7,21.4,24.1,21.4 - 24.1,Unknown,2021,4,28,2,45.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,60 - 69 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,21.3,19.9,22.7,19.9 - 22.7,Unknown,2021,4,28,2,42.599999999999994
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,70 - 79 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,18.5,16.8,20.2,16.8 - 20.2,Unknown,2021,4,28,2,37.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,80 years and above,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,14.3,11.4,17.5,11.4 - 17.5,Unknown,2021,4,28,2,28.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Male,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,16.5,15.6,17.3,15.6 - 17.3,Unknown,2021,4,28,2,32.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Female,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,25.9,25.0,26.9,25.0 - 26.9,Unknown,2021,4,28,2,51.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,14.4,13.7,15.0,13.7 - 15.0,Unknown,2021,4,28,2,28.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,37.4,36.2,38.7,36.2 - 38.7,Unknown,2021,4,28,2,74.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,15.5,14.0,17.1,14.0 - 17.1,Unknown,2021,4,28,2,31.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,24.1,23.2,25.0,23.2 - 25.0,Unknown,2021,4,28,2,48.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,16.5,14.4,18.8,14.4 - 18.8,Unknown,2021,4,28,2,33.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,11.2,9.0,13.8,9.0 - 13.8,Unknown,2021,4,28,2,22.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,26.1,22.4,29.9,22.4 - 29.9,Unknown,2021,4,28,2,52.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Less than a high school diploma,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,20.6,17.2,24.3,17.2 - 24.3,Unknown,2021,4,28,2,41.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,High school diploma or GED,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,19.9,18.7,21.2,18.7 - 21.2,Unknown,2021,4,28,2,39.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,24.4,23.5,25.3,23.5 - 25.3,Unknown,2021,4,28,2,48.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,20.2,19.5,20.9,19.5 - 20.9,Unknown,2021,4,28,2,40.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,With disability,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,45.7,43.7,47.6,43.7 - 47.6,Unknown,2021,4,28,2,91.30000000000001
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,Without disability,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,17.8,17.1,18.4,17.1 - 18.4,Unknown,2021,4,28,2,35.5
"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,10.2,9.8,10.6,9.8 - 10.6,Unknown,2021,4,28,2,20.4
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,16.3,14.4,18.3,14.4 - 18.3,Unknown,2021,4,28,2,32.7
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,15.1,13.9,16.4,13.9 - 16.4,Unknown,2021,4,28,2,30.299999999999997
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,11.1,10.3,11.9,10.3 - 11.9,Unknown,2021,4,28,2,22.200000000000003
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,8.8,7.9,9.7,7.9 - 9.7,Unknown,2021,4,28,2,17.6
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,6.3,5.5,7.0,5.5 - 7.0,Unknown,2021,4,28,2,12.5
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,4.0,3.3,4.9,3.3 - 4.9,Unknown,2021,4,28,2,8.2
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,7.8,7.3,8.3,7.3 - 8.3,Unknown,2021,4,28,2,15.600000000000001
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,12.3,11.6,13.1,11.6 - 13.1,Unknown,2021,4,28,2,24.7
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,6.2,5.8,6.7,5.8 - 6.7,Unknown,2021,4,28,2,12.5
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,19.2,18.3,20.2,18.3 - 20.2,Unknown,2021,4,28,2,38.5
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,7.8,6.8,8.9,6.8 - 8.9,Unknown,2021,4,28,2,15.7
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,10.8,10.2,11.3,10.2 - 11.3,Unknown,2021,4,28,2,21.5
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,10.2,8.3,12.3,8.3 - 12.3,Unknown,2021,4,28,2,20.6
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,5.3,4.0,6.8,4.0 - 6.8,Unknown,2021,4,28,2,10.8
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,16.5,13.8,19.5,13.8 - 19.5,Unknown,2021,4,28,2,33.3
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,9.8,7.2,12.9,7.2 - 12.9,Unknown,2021,4,28,2,20.1
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,6.7,5.9,7.5,5.9 - 7.5,Unknown,2021,4,28,2,13.4
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,10.8,10.1,11.5,10.1 - 11.5,Unknown,2021,4,28,2,21.6
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,12.7,12.1,13.3,12.1 - 13.3,Unknown,2021,4,28,2,25.4
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,21.1,19.3,23.0,19.3 - 23.0,Unknown,2021,4,28,2,42.3
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,8.6,8.1,9.0,8.1 - 9.0,Unknown,2021,4,28,2,17.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,24.8,24.1,25.5,24.1 - 25.5,Unknown,2021,4,28,2,49.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,26.6,24.2,29.1,24.2 - 29.1,Unknown,2021,4,28,2,53.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,28.5,27.0,30.0,27.0 - 30.0,Unknown,2021,4,28,2,57.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,26.3,25.0,27.6,25.0 - 27.6,Unknown,2021,4,28,2,52.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,25.2,23.9,26.6,23.9 - 26.6,Unknown,2021,4,28,2,50.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,22.7,21.3,24.2,21.3 - 24.2,Unknown,2021,4,28,2,45.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,19.8,18.0,21.6,18.0 - 21.6,Unknown,2021,4,28,2,39.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,17.6,13.7,22.1,13.7 - 22.1,Unknown,2021,4,28,2,35.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,18.8,18.0,19.7,18.0 - 19.7,Unknown,2021,4,28,2,37.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,30.3,29.3,31.3,29.3 - 31.3,Unknown,2021,4,28,2,60.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,17.1,16.4,17.8,16.4 - 17.8,Unknown,2021,4,28,2,34.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,42.4,41.1,43.7,41.1 - 43.7,Unknown,2021,4,28,2,84.80000000000001
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,18.4,16.6,20.3,16.6 - 20.3,Unknown,2021,4,28,2,36.900000000000006
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,27.6,26.7,28.5,26.7 - 28.5,Unknown,2021,4,28,2,55.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,20.1,17.6,22.9,17.6 - 22.9,Unknown,2021,4,28,2,40.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,13.7,11.4,16.3,11.4 - 16.3,Unknown,2021,4,28,2,27.700000000000003
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,30.6,27.1,34.4,27.1 - 34.4,Unknown,2021,4,28,2,61.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,22.7,19.0,26.7,19.0 - 26.7,Unknown,2021,4,28,2,45.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,21.7,20.4,23.1,20.4 - 23.1,Unknown,2021,4,28,2,43.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,27.4,26.5,28.4,26.5 - 28.4,Unknown,2021,4,28,2,54.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,25.5,24.7,26.4,24.7 - 26.4,Unknown,2021,4,28,2,51.099999999999994
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,49.0,47.2,50.8,47.2 - 50.8,Unknown,2021,4,28,2,98.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,21.2,20.5,21.9,20.5 - 21.9,Unknown,2021,4,28,2,42.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",National Estimate,United States,United States,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,9.8,9.3,10.2,9.3 - 10.2,Unknown,2021,4,28,2,19.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,18 - 29 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,18.3,16.5,20.1,16.5 - 20.1,Unknown,2021,4,28,2,36.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,30 - 39 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,14.3,13.2,15.4,13.2 - 15.4,Unknown,2021,4,28,2,28.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,40 - 49 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,10.9,10.0,11.8,10.0 - 11.8,Unknown,2021,4,28,2,21.8
